Date,signal,pos,held,turnover,gross,net
2023-03-13,-0.7689640358933507,-0.7689640358933507,-0.7674463868216581,0.11627680658917106,-0.0022412858250888037,-0.002299424228383389
2023-03-14,-0.6053140071749861,-0.6053140071749861,-0.8449642578811054,0.0775178710594473,-0.0044901589150985145,-0.004528917850628238
2023-03-15,-0.4252118755089536,-0.4252118755089536,-0.7689640358933507,0.07600022198775469,-0.008575118918754572,-0.00861311902974845
2023-03-16,-0.33372927806461267,-0.33372927806461267,-0.6053140071749861,0.16365002871836465,0.0034386094692230073,0.003356784454863825
2023-03-17,-0.2479955108617934,-0.2479955108617934,-0.4252118755089536,0.18010213166603245,-0.003444076227666101,-0.0035341272934991176
2023-03-20,-0.1728727279624221,-0.1728727279624221,-0.33372927806461267,0.09148259744434095,-0.0035910273237133865,-0.003636768622435557
2023-03-21,-0.12597450730545537,-0.12597450730545537,-0.2479955108617934,0.08573376720281928,0.0008448321900640169,0.0008019653064626073
2023-03-22,-0.1062034030763885,-0.1062034030763885,-0.1728727279624221,0.0751227828993713,0.0011079786187291397,0.001070417227279454
2023-03-23,-0.07653125086004314,-0.07653125086004314,-0.12597450730545537,0.04689822065696672,-0.0010202853070896724,-0.0010437344174181558
2023-03-24,-0.04895628838071841,-0.04895628838071841,-0.1062034030763885,0.019771104229066874,-0.0008683381009565284,-0.0008782236530710618
2023-03-27,0.016641631241058816,0.016641631241058816,-0.07653125086004314,0.02967215221634535,-0.0012791312270781362,-0.001293967303186309
2023-03-28,0.05039378829265675,0.05039378829265675,-0.04895628838071841,0.027574962479324734,0.00019017495395408224,0.00017638747271441987
2023-03-29,0.08786593172135607,0.08786593172135607,0.016641631241058816,0.06559791962177722,7.184919962572224e-05,3.9050239814833634e-05
2023-03-30,0.1962304154782609,0.1962304154782609,0.05039378829265675,0.03375215705159793,0.000503134229958221,0.00048625815143242204
2023-03-31,0.4641536103188406,0.4641536103188406,0.08786593172135607,0.03747214342869932,0.001073676466715199,0.0010549403950008494
2023-04-03,0.6427690735458937,0.6427690735458937,0.1962304154782609,0.10836448375690483,0.0016502021386877474,0.001596019896809295
2023-04-04,0.579086767922691,0.579086767922691,0.4641536103188406,0.2679231948405797,-0.004557562301925031,-0.004691523899345321
2023-04-05,0.7193911786151274,0.7193911786151274,0.6427690735458937,0.17861546322705313,0.010652384193003513,0.010563076461389986
2023-04-06,0.8129274524100849,0.8129274524100849,0.579086767922691,0.06368230562320276,0.004372042888303108,0.004340201735491506
2023-04-10,0.8329184539341181,0.8329184539341181,0.7193911786151274,0.14030441069243638,-0.0013834273291697488,-0.001453579534515967
2023-04-11,0.7873760771893388,0.7873760771893388,0.8129274524100849,0.09353627379495755,-0.0023763643813648205,-0.002423132518262299
2023-04-12,0.6904528351211456,0.6904528351211456,0.8329184539341181,0.019991001524033214,-0.00405180842793099,-0.004061803928693006
2023-04-13,0.6392434286418669,0.6392434286418669,0.7873760771893388,0.045542376744779345,0.0007909238495747082,0.0007681526612023185
2023-04-14,0.5527648903967424,0.5527648903967424,0.6904528351211456,0.09692324206819314,-0.004664947850169675,-0.004713409471203771
2023-04-17,0.5562441690712516,0.5562441690712516,0.6392434286418669,0.05120940647927874,0.004477567652326359,0.004451962949086719
