Date,Adj Close,Close,High,Low,Open,Volume
2002-07-30,35.555660247802734,81.5199966430664,81.9000015258789,81.5199966430664,81.75,6100
2002-07-31,35.99616241455078,82.52999877929688,82.80000305175781,81.9000015258789,81.94999694824219,29400
2002-08-01,36.20114517211914,83.0,83.0199966430664,82.54000091552734,82.54000091552734,25000
2002-08-02,36.57190704345703,83.8499984741211,84.0999984741211,82.87999725341797,83.16000366210938,52800
2002-08-05,36.73330307006836,84.22000122070312,84.44000244140625,83.8499984741211,84.04000091552734,61100
2002-08-06,36.41923141479492,83.5,83.9000015258789,83.22000122070312,83.87000274658203,64900
2002-08-07,36.50646209716797,83.69999694824219,84.13999938964844,83.36000061035156,83.5999984741211,40300
2002-08-08,36.50646209716797,83.69999694824219,83.7699966430664,83.36000061035156,83.58000183105469,40900
2002-08-09,37.02116012573242,84.87999725341797,84.87999725341797,84.0,84.0,35900
2002-08-12,37.2479362487793,85.4000015258789,86.69999694824219,85.13999938964844,85.30000305175781,32100
2002-08-13,37.705902099609375,86.44999694824219,86.47000122070312,85.37000274658203,85.77999877929688,75400
2002-08-14,37.849796295166016,86.77999877929688,87.9000015258789,86.75,87.45999908447266,130000
2002-08-15,37.51837158203125,86.0199966430664,86.5,85.8499984741211,86.37999725341797,87100
2002-08-16,37.09965896606445,85.05999755859375,86.5199966430664,84.81999969482422,86.44000244140625,85000
2002-08-19,37.21306610107422,85.31999969482422,85.33999633789062,84.70999908447266,85.05000305175781,47300
2002-08-20,37.62736892700195,86.2699966430664,86.29000091552734,85.5999984741211,85.62000274658203,40800
2002-08-21,37.4267692565918,85.80999755859375,86.0999984741211,85.62999725341797,85.68000030517578,40000
2002-08-22,37.09965896606445,85.05999755859375,85.55000305175781,85.05999755859375,85.55000305175781,34400
2002-08-23,37.46601867675781,85.9000015258789,85.94999694824219,85.19999694824219,85.19999694824219,20100
2002-08-26,37.50090408325195,85.9800033569336,86.20999908447266,85.66999816894531,85.69999694824219,23900
2002-08-27,37.26540756225586,85.44000244140625,85.68000030517578,85.19999694824219,85.4000015258789,301800
2002-08-28,37.45295715332031,85.87000274658203,86.18000030517578,85.83999633789062,86.04000091552734,18100
2002-08-29,37.75391387939453,86.55999755859375,86.86000061035156,86.3499984741211,86.76000213623047,135700
2002-08-30,37.980709075927734,87.08000183105469,87.12999725341797,86.44999694824219,86.75,78100
2002-09-03,38.56458282470703,88.04000091552734,88.04000091552734,87.0,87.08000183105469,102100
2002-09-04,38.55583572387695,88.0199966430664,88.30000305175781,87.83999633789062,88.02999877929688,66300
2002-09-05,38.766090393066406,88.5,88.6500015258789,87.37999725341797,88.56999969482422,648400
2002-09-06,38.31053161621094,87.45999908447266,88.19000244140625,87.19999694824219,87.97000122070312,140000
2002-09-09,38.253570556640625,87.33000183105469,87.83000183105469,87.26000213623047,87.5,83800
2002-09-10,38.43756103515625,87.75,88.0,87.0,87.16999816894531,336000
2002-09-11,38.23604965209961,87.29000091552734,87.30000305175781,86.75,87.0,177700
2002-09-12,38.53392028808594,87.97000122070312,88.13999938964844,87.47000122070312,87.4800033569336,43400
2002-09-13,38.88874053955078,88.77999877929688,88.94000244140625,88.18000030517578,88.33000183105469,155100
2002-09-16,38.95445251464844,88.93000030517578,89.22000122070312,88.9000015258789,89.19999694824219,73000
2002-09-17,39.028900146484375,89.0999984741211,89.31999969482422,88.36000061035156,88.63999938964844,75400
2002-09-18,39.03769302368164,89.12000274658203,89.55999755859375,89.0199966430664,89.16000366210938,196600
2002-09-19,39.30048751831055,89.72000122070312,89.7699966430664,89.26000213623047,89.69999694824219,109900
2002-09-20,39.116512298583984,89.30000305175781,89.5199966430664,89.05999755859375,89.44999694824219,113500
