Date,Adj Close,Close,High,Low,Open,Volume
2000-01-03,25.940288543701172,40.1875,41.6875,39.8125,41.4375,2638200
2000-01-04,25.899934768676758,40.125,41.125,39.75,40.1875,3592100
2000-01-05,27.51363182067871,42.625,43.3125,41.375,41.375,7631700
2000-01-06,27.79604148864746,43.0625,43.4375,41.125,42.625,4922200
2000-01-07,28.602893829345703,44.3125,44.875,43.6875,43.6875,6008300
2000-01-10,28.199462890625,43.6875,44.5,43.5,44.3125,2403500
2000-01-11,27.67501449584961,42.875,43.9375,42.75,43.6875,2450000
2000-01-12,27.79604148864746,43.0625,44.1875,42.5,42.875,2327800
2000-01-13,27.35226821899414,42.375,43.375,42.0,43.0625,3035100
2000-01-14,28.401185989379883,44.0,44.25,42.9375,42.9375,3834900
2000-01-18,29.046663284301758,45.0,45.0,43.125,44.0,5859800
2000-01-19,30.741052627563477,47.625,48.125,45.25,45.25,11463600
2000-01-20,30.01487922668457,46.5,47.875,45.75,47.625,8941100
2000-01-21,29.490442276000977,45.6875,46.9375,45.0,46.5,4392500
2000-01-24,28.602893829345703,44.3125,46.1875,43.625,45.6875,3306200
2000-01-25,29.490442276000977,45.6875,46.0,44.75,44.75,5057200
2000-01-26,29.813182830810547,46.1875,46.5,45.0,45.6875,3090100
2000-01-27,29.087007522583008,45.0625,46.875,44.875,46.1875,3339100
2000-01-28,28.804607391357422,44.625,45.625,44.5,45.0625,2288100
2000-01-31,28.72391700744629,44.5,44.5625,43.9375,44.5625,2411800
2000-02-01,28.239816665649414,43.75,44.1875,43.3125,44.1875,2675800
2000-02-02,28.804607391357422,44.625,45.1875,43.375,43.75,3295500
2000-02-03,28.03809356689453,43.4375,45.0625,43.125,44.625,2889100
2000-02-04,28.401185989379883,44.0,44.1875,42.5625,43.4375,2927200
2000-02-07,26.98919677734375,41.8125,43.875,41.6875,43.875,3029400
2000-02-08,26.464736938476562,41.0,42.0625,40.0,41.8125,5102700
2000-02-09,25.26002311706543,39.0,40.25,38.375,40.25,5525000
2000-02-10,25.745798110961914,39.75,40.1875,38.75,39.0,4060600
2000-02-11,25.82676124572754,39.875,40.375,39.125,39.75,3132800
2000-02-14,24.774261474609375,38.25,39.6875,38.0625,39.6875,2606300
2000-02-15,24.93619155883789,38.5,38.6875,37.375,38.25,3961300
2000-02-16,24.12656021118164,37.25,37.9375,36.875,37.9375,3423000
2000-02-17,24.288482666015625,37.5,37.875,36.5625,37.25,3400500
2000-02-18,23.316940307617188,36.0,37.5,35.875,37.5,5559500
2000-02-22,25.179061889648438,38.875,39.9375,35.875,36.0,4771400
2000-02-23,24.045602798461914,37.125,38.6875,37.0625,38.6875,3880800
2000-02-24,23.681270599365234,36.5625,37.0,35.875,37.0,4210800
2000-02-25,24.490888595581055,37.8125,38.0,36.8125,36.8125,3170600
2000-02-28,23.964645385742188,37.0,37.625,36.5625,37.625,3573300
2000-02-29,23.92416000366211,36.9375,37.625,36.125,37.0,3513100
2000-03-01,23.51935577392578,36.3125,36.625,35.9375,36.625,2838000
2000-03-02,23.276464462280273,35.9375,37.1875,35.375,36.3125,4058200
2000-03-03,23.276464462280273,35.9375,36.5,35.6875,35.9375,3884100
2000-03-06,22.75021743774414,35.125,36.1875,35.0,35.9375,2882000
2000-03-07,22.507339477539062,34.75,35.125,34.125,35.125,3565000
2000-03-08,21.616748809814453,33.375,34.1875,33.375,34.1875,4134600
2000-03-09,21.85964012145996,33.75,34.5,33.25,33.375,3236800
2000-03-10,20.969057083129883,32.375,33.9375,32.3125,33.75,5114300
2000-03-13,21.130990982055664,32.625,33.125,32.0,32.375,3422700
2000-03-14,21.41436004638672,33.0625,33.8125,32.4375,32.625,3727900
2000-03-15,22.588285446166992,34.875,35.5,32.875,33.0625,4859300
2000-03-16,23.07405662536621,35.625,35.9375,34.6875,34.875,4725200
2000-03-17,24.612337112426758,38.0,38.9375,35.375,35.625,15304900
2000-03-20,23.964645385742188,37.0,37.6875,36.375,37.6875,5786400
2000-03-21,23.681270599365234,36.5625,37.4375,36.1875,37.0,4165400
